frame_index,worker_model_count,worker_tid,cpu,running_ms
903,2,1646958,4,0.35799993202090263
903,2,1646958,5,1.1260000756010413
903,2,1646958,6,2.909000148065388
903,2,1646958,7,3.9761996595188975
903,2,1646942,0,5.457000341266394
903,2,1646942,1,5.307687912136316
903,2,1646942,3,1.32500019390136
903,2,1646942,4,1.3889999827370048
903,2,1646942,5,3.611031686887145
903,2,1646942,6,0.44100009836256504
903,2,1646942,7,1.585999852977693
903,2,1646942,8,2.597999991849065
903,3,1646949,0,4.608487710356712
903,3,1646949,1,5.265560001134872
903,3,1646949,3,5.859999917447567
903,3,1646949,4,2.450000145472586
903,3,1646949,5,9.287400171160698
903,3,1646949,6,2.09514400921762
903,3,1646949,7,2.592999953776598
904,1,1646951,4,2.583832014352083
904,1,1646951,5,3.883000696077943
904,1,1646951,6,1.977000618353486
904,1,1646951,7,0.9875999530777335
904,2,1646960,4,8.754000533372164
904,2,1646960,5,4.97956748586148
904,2,1646960,6,1.5579999890178442
904,2,1646960,7,4.690999863669276
904,2,1646946,4,3.672352060675621
904,2,1646946,5,3.7226161221042275
904,2,1646946,6,9.51853592414409
904,2,1646946,7,6.72100018709898
904,3,1646950,4,2.7669999981299043
904,3,1646950,5,0.6559998728334904
904,3,1646950,6,18.656657193787396
904,3,1646950,7,5.292000249028206
905,1,1646942,1,0.33199985045939684
905,1,1646942,4,3.124159760773182
905,1,1646942,5,0.020000035874545574
905,1,1646942,6,3.0470005003735423
905,1,1646942,7,1.338207977823913
905,2,1646958,0,0.2519999397918582
905,2,1646958,1,1.603999873623252
905,2,1646958,4,8.110367809422314
905,2,1646958,5,7.138591259717941
905,2,1646958,6,1.9299997948110104
905,2,1646958,7,3.523000399582088
905,2,1646943,4,3.6805601557716727
905,2,1646943,5,8.18099977914244
905,2,1646943,6,3.105000243522227
905,2,1646943,7,4.1920001385733485
905,3,1646949,0,0.39499998092651367
905,3,1646949,1,1.2139998143538833
905,3,1646949,4,9.011327638290823
905,3,1646949,5,3.4541039494797587
905,3,1646949,6,6.073999567888677
905,3,1646949,7,6.693575880490243
906,1,1646960,1,0.5155440885573626
906,1,1646960,4,1.2147198431193829
906,1,1646960,5,1.2600000482052565
906,1,1646960,6,1.9430001266300678
906,1,1646960,7,3.7060000468045473
906,2,1646946,1,0.8079999824985862
906,2,1646946,4,5.139967892318964
906,2,1646946,5,3.9770875591784716
906,2,1646946,6,1.1530000483617187
906,2,1646946,7,7.0640003541484475
906,2,1646951,0,0.22799998987466097
906,2,1646951,1,1.071999897249043
906,2,1646951,4,12.068263604305685
906,2,1646951,5,1.376200350932777
906,2,1646951,6,1.429999596439302
906,2,1646951,7,4.627672140486538
906,3,1646950,4,3.642120282165706
906,3,1646950,5,1.057000132277608
906,3,1646950,6,19.93845636025071
906,3,1646950,7,0.9089999366551638
907,1,1646943,4,1.2118640588596463
907,1,1646943,5,2.129000029526651
907,1,1646943,6,3.599424031563103
907,1,1646943,7,0.9849999332800508
907,2,1646949,0,10.60543954372406
907,2,1646949,1,3.3506802283227444
907,2,1646949,3,1.8729999428614974
907,2,1646949,4,5.337159032933414
907,2,1646949,5,3.5959999077022076
907,2,1646949,6,2.0950003527104855
907,2,1646949,7,0.11500006075948477
907,2,1646942,0,2.6906636776402593
907,2,1646942,1,1.4659995213150978
907,2,1646942,3,7.883000420406461
907,2,1646942,4,5.787080037407577
907,2,1646942,5,2.6178077096119523
907,2,1646942,6,2.235000138171017
907,3,1646958,0,2.134224050678313
907,3,1646958,1,7.237999816425145
907,3,1646958,3,11.277432437054813
907,3,1646958,4,1.6279998235404491
907,3,1646958,5,2.8774398379027843
907,3,1646958,6,2.3270000237971544
907,3,1646958,7,2.5870000245049596
908,1,1646946,4,2.298311679624021
908,1,1646946,5,2.387999789789319
908,1,1646946,6,1.7360001802444458
908,1,1646946,7,2.6835919125005603
908,2,1646960,0,0.8030000608414412
908,2,1646960,1,11.069000349380076
908,2,1646960,3,2.7950004441663623
908,2,1646960,4,3.17400018684566
908,2,1646960,5,2.2180002415552735
908,2,1646960,6,1.3459998881444335
908,2,1646960,7,1.4200001023709774
908,2,1646951,1,8.7588723981753
908,2,1646951,3,6.05845614336431
908,2,1646951,4,1.64899998344481
908,2,1646951,5,4.070823895744979
908,2,1646951,6,4.429999506101012
908,2,1646951,7,1.2539998861029744
908,3,1646950,1,6.424616323783994
908,3,1646950,3,15.555592603050172
908,3,1646950,4,1.5589999966323376
908,3,1646950,5,3.5089998273178935
908,3,1646950,6,1.9787278724834323
908,3,1646950,7,0.3260000376030803
917,2,1646960,0,5.33588754478842
917,2,1646960,1,5.659527727402747
917,2,1646960,2,4.804999800398946
917,2,1646960,3,2.094999887049198
917,2,1646946,0,1.1690004030242562
917,2,1646946,1,6.954999873414636
917,2,1646946,2,8.543999283574522
917,2,1646946,3,2.6717197615653276
917,2,1646946,7,0.45650394167751074
917,2,1646952,0,3.0880002304911613
917,2,1646952,1,5.081071751192212
917,2,1646952,2,4.536000196821988
917,2,1646952,3,10.427736211568117
917,2,1646951,0,6.329000229015946
917,2,1646951,1,6.530015845783055
917,2,1646951,2,5.334312212653458
917,2,1646951,3,4.640999366529286
917,2,1646951,4,0.4507199628278613
918,2,1646961,0,2.6279999874532223
918,2,1646961,1,2.4786158464848995
918,2,1646961,2,7.90100044105202
918,2,1646961,3,4.298833082430065
918,2,1646961,4,0.3570000408217311
918,2,1646961,6,0.09099999442696571
918,2,1646961,7,3.4829997457563877
918,2,1646958,0,1.2209999840706587
918,2,1646958,1,7.15100031811744
918,2,1646958,2,4.34215203858912
918,2,1646958,3,5.403416231274605
918,2,1646958,6,0.9645280661061406
918,2,1646958,7,2.289000782184303
918,2,1646949,0,3.0884320149198174
918,2,1646949,1,4.672000068239868
918,2,1646949,2,7.184335612691939
918,2,1646949,3,5.169000010937452
918,2,1646949,4,0.265000038780272
918,2,1646949,6,0.14400004874914885
918,2,1646949,7,2.123999991454184
918,2,1646953,0,0.8579998975619674
918,2,1646953,1,2.5049999821931124
918,2,1646953,2,3.8170001935213804
918,2,1646953,3,5.740951863117516
918,2,1646953,4,0.6630000425502658
918,2,1646953,7,2.360999467782676
919,2,1646952,0,2.5580001529306173
919,2,1646952,1,2.7778478106483817
919,2,1646952,2,9.466030984185636
919,2,1646952,3,4.995000897906721
919,2,1646952,4,0.7459999760612845
919,2,1646952,5,0.18199998885393143
919,2,1646952,6,0.3570000408217311
919,2,1646952,7,1.1429998558014631
919,2,1646956,0,3.318056114949286
919,2,1646956,1,6.742144702002406
919,2,1646956,2,5.935000372119248
919,2,1646956,3,2.5170001899823546
919,2,1646956,4,1.8530000234022737
919,2,1646956,5,0.04099996294826269
919,2,1646956,6,1.042703865095973
919,2,1646956,7,4.825999960303307
919,2,1646950,0,3.2540003303438425
919,2,1646950,1,6.786999758332968
919,2,1646950,2,4.936544341035187
919,2,1646950,3,3.7151117576286197
919,2,1646950,4,0.8509999606758356
919,2,1646950,5,0.8260001195594668
919,2,1646950,6,1.0188798187300563
919,2,1646950,7,1.9210001919418573
919,2,1646951,0,6.207672762684524
919,2,1646951,1,1.139999832957983
919,2,1646951,2,1.6141920350492
919,2,1646951,3,3.7399999564513564
919,2,1646951,4,1.3980002840980887
919,2,1646951,5,0.39799988735467196
919,2,1646951,7,0.7139999652281404
920,2,1646944,0,3.901000367477536
920,2,1646944,1,6.661656894721091
920,2,1646944,2,7.9674560111016035
920,2,1646944,3,5.676000262610614
920,2,1646944,9,1.1918320087715983
920,2,1646942,0,9.338000207208097
920,2,1646942,1,4.441000404767692
920,2,1646942,2,7.106015342287719
920,2,1646942,3,4.402408259920776
920,2,1646942,9,0.9404158918187022
920,2,1646949,0,3.745256341062486
920,2,1646949,1,5.392000079154968
920,2,1646949,2,6.348056253045797
920,2,1646949,3,2.838999964296818
920,2,1646949,9,0.11799996718764305
920,2,1646958,0,5.5210316786542535
920,2,1646958,1,1.8660001223906875
920,2,1646958,2,6.76792033482343
920,2,1646958,3,8.322248118929565
920,2,1646958,9,0.03599992487579584
921,2,1646952,0,1.243000035174191
921,2,1646952,1,9.163224138319492
921,2,1646952,2,5.827671964652836
921,2,1646952,3,4.376000142656267
921,2,1646956,0,0.6770000327378511
921,2,1646956,1,3.819568199105561
921,2,1646956,2,6.551015772856772
921,2,1646956,3,5.331695545464754
921,2,1646959,0,2.626000205054879
921,2,1646959,1,7.073999615386128
921,2,1646959,2,9.102279786020517
921,2,1646959,3,4.11586370319128
921,2,1646943,0,0.5919999675825238
921,2,1646943,1,11.892800335772336
921,2,1646943,2,4.681000020354986
921,2,1646943,3,4.530999925918877
921,2,1646943,7,0.6942797917872667
922,2,1646944,1,0.8949999464675784
922,2,1646944,2,0.07099995855242014
922,2,1646944,3,0.21299999207258224
922,2,1646944,4,3.729504067450762
922,2,1646944,5,1.718000159598887
922,2,1646944,6,1.4319997280836105
922,2,1646944,7,9.151591686531901
922,2,1646947,0,0.8050000760704279
922,2,1646947,1,2.197999623604119
922,2,1646947,2,0.8826319826766849
922,2,1646947,3,0.04600000102072954
922,2,1646947,4,5.713679711334407
922,2,1646947,5,1.9470001570880413
922,2,1646947,6,3.9940003771334887
922,2,1646947,7,8.4045595722273
922,2,1646948,0,0.690000131726265
922,2,1646948,1,0.3789999755099416
922,2,1646948,2,0.8780000498518348
922,2,1646948,4,5.793999880552292
922,2,1646948,5,7.268471992574632
922,2,1646948,6,4.951328271999955
922,2,1646948,7,4.0360004641115665
922,2,1646942,0,1.4909999445080757
922,2,1646942,1,1.1190001387149096
922,2,1646942,2,1.032999949529767
922,2,1646942,3,0.10900001507252455
922,2,1646942,4,7.536839926615357
922,2,1646942,5,1.06600031722337
922,2,1646942,6,7.048624334856868
922,2,1646942,7,1.6780000878497958
923,2,1646961,0,3.2099996460601687
923,2,1646961,1,8.091999683529139
923,2,1646961,2,9.677464026026428
923,2,1646961,3,3.0676721362397075
923,2,1646955,0,6.404784391634166
923,2,1646955,1,5.3800002206116915
923,2,1646955,2,6.424000021070242
923,2,1646955,3,4.90141601767391
923,2,1646943,0,5.152000114321709
923,2,1646943,1,5.414888961240649
923,2,1646943,2,5.250999820418656
923,2,1646943,3,1.9850562093779445
923,2,1646959,0,2.9299999587237835
923,2,1646959,1,7.476608734577894
923,2,1646959,2,3.6756881745532155
923,2,1646959,3,7.751999888569117
924,2,1646942,0,7.611000328324735
924,2,1646942,1,5.543360253795981
924,2,1646942,2,8.62852856516838
924,2,1646942,3,3.658000030554831
924,2,1646942,6,0.8180399890989065
924,2,1646946,0,3.6172961117699742
924,2,1646946,1,1.7640001606196165
924,2,1646946,2,3.298999508842826
924,2,1646946,3,8.083367953076959
924,2,1646948,0,4.913000040687621
924,2,1646948,1,7.760231615975499
924,2,1646948,2,5.660999799147248
924,2,1646948,3,2.1600000327453017
924,2,1646948,5,0.5688639357686043
924,2,1646950,0,3.935999935492873
924,2,1646950,1,5.530000198632479
924,2,1646950,2,6.305847782641649
924,2,1646950,3,7.082000491209328
924,2,1646950,7,0.5865598795935512
925,2,1646949,0,7.323783356696367
925,2,1646949,1,4.188999882899225
925,2,1646949,3,7.179415668360889
925,2,1646949,4,0.5569999339058995
925,2,1646949,7,0.4330000374466181
925,2,1646949,8,1.4169998466968536
925,2,1646949,9,1.724999980069697
925,2,1646949,10,0.15300000086426735
925,2,1646949,11,4.6974001452326775
925,2,1646955,0,1.5929999062791467
925,2,1646955,1,4.799999995157123
925,2,1646955,2,0.9102961048483849
925,2,1646955,3,7.861160207539797
925,2,1646955,4,0.3349999897181988
925,2,1646955,6,0.36099995486438274
925,2,1646955,7,0.788999954238534
925,2,1646955,8,0.6668400019407272
925,2,1646955,9,2.4599997559562325
925,2,1646955,11,2.555000362917781
925,2,1646957,0,6.334000267088413
925,2,1646957,1,5.003759637475014
925,2,1646957,3,4.520999966189265
925,2,1646957,4,0.0950000248849392
925,2,1646957,5,0.522031681612134
925,2,1646957,6,1.133999670855701
925,2,1646957,7,0.7039997726678848
925,2,1646957,9,0.03300001844763756
925,2,1646957,10,0.2737280447036028
925,2,1646959,0,2.2449998650699854
925,2,1646959,1,5.126424483023584
925,2,1646959,3,10.803744196891785
925,2,1646959,4,0.051999930292367935
925,2,1646959,8,1.493000308983028
925,2,1646959,9,5.142999812960625
925,2,1646959,10,0.06589607801288366
925,2,1646959,11,1.805999898351729
