frame_index,trace_id,node,tid,enter_ns,exit_ns,duration_ms
905,17293852238736786898,container,1645396,968511340766432,968511341268096,0.501664
905,17293852238736786898,semantic_map_prepare,1645396,968511346835136,968511347650944,0.815808
905,17293852238736786898,semantic_base_copy,1645396,968511347657632,968511349056512,1.39888
905,17293852238736786898,cyber_taskmanager_queue_enqueue,1645396,968511349066816,968511349075168,0.008352
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349076704,968511349097888,0.021184
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349099680,968511349112192,0.012512
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349112832,968511349124032,0.0112
905,17293852238736786898,semantic_base_async_lock_wait,1645390,968511349129536,968511349130944,0.001408
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349124896,968511349136352,0.011456
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349137344,968511349148672,0.011328
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349149504,968511349188896,0.039392
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349190112,968511349201408,0.011296
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349202272,968511349213568,0.011296
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349214400,968511349225984,0.011584
905,17293852238736786898,semantic_draw_roads,1645390,968511349747168,968511351377056,1.629888
905,17293852238736786898,semantic_draw_junctions,1645390,968511351381696,968511351606560,0.224864
905,17293852238736786898,semantic_draw_crosswalks,1645390,968511351608800,968511351615520,0.00672
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511349226784,968511354911200,5.684416
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511354914336,968511354933472,0.019136
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511354934432,968511354968608,0.034176
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511354969664,968511354983776,0.014112
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511354984416,968511354995680,0.011264
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511354996256,968511355009760,0.013504
905,17293852238736786898,cyber_taskmanager_notify_task,1645396,968511355010624,968511355024544,0.01392
905,17293852238736786898,cyber_taskmanager_notify_tasks,1645396,968511349076064,968511355026880,5.950816
905,17293852238736786898,semantic_base_async_submit,1645396,968511349060544,968511355028096,5.967552
905,17293852238736786898,semantic_base_async_future_replace,1645396,968511355029088,968511355030208,0.00112
905,17293852238736786898,semantic_base_async_schedule,1645396,968511349059648,968511355031136,5.971488
905,17293852238736786898,semantic_base_image,1645396,968511347656640,968511355032032,7.375392
905,17293852238736786898,semantic_adc_draw,1645396,968511355033280,968511355034560,0.00128
905,17293852238736786898,semantic_draw_lanes,1645390,968511351616256,968511361577728,9.961472
905,17293852238736786898,semantic_base_async_draw,1645390,968511349127008,968511361585504,12.458496
905,17293852238736786898,semantic_obstacle_history_draw,1645396,968511355035232,968511363437312,8.40208
905,17293852238736786898,semantic_history_cache_copy,1645396,968511363439904,968511363709312,0.269408
905,17293852238736786898,semantic_map_run,1645396,968511347653536,968511363711904,16.058368
905,17293852238736786898,cruise_mlp_inference,1646942,968511366206848,968511381294592,15.087744
905,17293852238736786898,cruise_mlp_inference,1646943,968511365834688,968511385948672,20.113984
905,17293852238736786898,cruise_mlp_inference,1646958,968511366934720,968511395966848,29.032128
905,17293852238736786898,cruise_mlp_inference,1646949,968511368320288,968511406165472,37.845184
905,17293852238736786898,cruise_mlp_inference,1646942,968511388262560,968511420966176,32.703616
905,17293852238736786898,model_cruise_mlp,1646942,968511365280576,968511420974944,55.694368
905,17293852238736786898,cruise_mlp_inference,1646943,968511388304192,968511423406176,35.101984
905,17293852238736786898,model_cruise_mlp,1646943,968511364717600,968511423414688,58.697088
905,17293852238736786898,cruise_mlp_inference,1646958,968511398347680,968511433402112,35.054432
905,17293852238736786898,cruise_mlp_inference,1646949,968511408424192,968511443454624,35.030432
905,17293852238736786898,cruise_mlp_inference,1646943,968511426957952,968511446034592,19.07664
905,17293852238736786898,cruise_mlp_inference,1646958,968511435701408,968511450170784,14.469376
905,17293852238736786898,model_cruise_mlp,1646958,968511363921696,968511450179200,86.257504
905,17293852238736786898,cruise_mlp_inference,1646949,968511444910496,968511451916928,7.006432
905,17293852238736786898,model_cruise_mlp,1646949,968511365768224,968511451922816,86.154592
905,17293852238736786898,cruise_mlp_inference,1646943,968511447191712,968511453579136,6.387424
905,17293852238736786898,cruise_mlp_inference,1646949,968511453081056,968511457132512,4.051456
905,17293852238736786898,cruise_mlp_inference,1646958,968511450798016,968511458996992,8.198976
905,17293852238736786898,cruise_mlp_inference,1646943,968511454339424,968511461735712,7.396288
905,17293852238736786898,model_cruise_mlp,1646943,968511423469792,968511461743264,38.273472
905,17293852238736786898,cruise_mlp_inference,1646949,968511458484768,968511464408832,5.924064
905,17293852238736786898,model_cruise_mlp,1646949,968511451967712,968511464416032,12.44832
905,17293852238736786898,cruise_mlp_inference,1646958,968511459880096,968511465290880,5.410784
905,17293852238736786898,cruise_mlp_inference,1646949,968511465046272,968511468039616,2.993344
905,17293852238736786898,cruise_mlp_inference,1646958,968511466109664,968511468409792,2.300128
905,17293852238736786898,model_cruise_mlp,1646958,968511450231872,968511468415328,18.183456
905,17293852238736786898,cruise_mlp_inference,1646949,968511468428128,968511470586432,2.158304
905,17293852238736786898,cruise_mlp_inference,1646949,968511471358464,968511473380352,2.021888
